Orthogroup	Family	todMex	halSen	chlAen	ceyCya	calAnn	taeGut	todChl
OG0008198	a	1	1	1	0	1	1	1
OG0008199	a	1	1	1	0	1	1	1
OG0008200	a	1	1	1	0	1	1	1
OG0008201	a	1	1	1	0	1	1	1
OG0008202	a	1	1	1	0	1	1	1
OG0008203	a	1	1	0	1	1	1	1
OG0008204	a	1	1	1	0	1	1	1
OG0008205	a	1	1	0	1	1	1	1
OG0008206	a	1	1	1	0	1	1	1
OG0008207	a	1	0	1	1	1	1	1
OG0008208	a	1	1	1	0	1	1	1
OG0008209	a	1	1	1	0	1	1	1
OG0008210	a	1	1	1	0	1	1	1
OG0008211	a	1	1	1	1	1	1	0
OG0008212	a	1	1	0	1	1	1	1
OG0008213	a	1	1	0	1	1	1	1
OG0008214	a	1	1	1	0	1	1	1
OG0008215	a	1	1	1	0	1	1	1
OG0008216	a	1	0	2	3	0	0	0
OG0008217	a	1	1	2	2	0	0	0
OG0008218	a	1	1	1	0	1	1	1
OG0008219	a	1	1	1	0	1	1	1
OG0008220	a	1	1	1	0	1	1	1
OG0008221	a	1	1	1	0	1	1	1
OG0008222	a	1	1	1	0	1	1	1
OG0008223	a	1	1	0	1	1	1	1
OG0008224	a	1	1	1	0	1	1	1
OG0008225	a	1	1	1	0	1	1	1
OG0008226	a	1	1	1	0	1	1	1
OG0008227	a	1	0	1	1	1	1	1
OG0008228	a	1	1	1	0	1	1	1
OG0008229	a	1	1	1	0	1	1	1
OG0008230	a	1	1	1	0	1	1	1
OG0008231	a	1	1	1	0	1	1	1
OG0008232	a	1	1	1	1	1	1	0
OG0008233	a	1	1	1	1	0	1	1
OG0008234	a	1	1	1	0	1	1	1
OG0008235	a	1	1	0	1	1	1	1
OG0008236	a	1	1	1	0	1	1	1
OG0008237	a	1	0	1	1	1	1	1
OG0008238	a	1	1	1	0	1	1	1
OG0008239	a	1	1	2	0	1	1	0
OG0008240	a	1	1	1	0	1	1	1
OG0008241	a	1	1	1	0	1	1	1
OG0008242	a	1	1	1	0	1	1	1
OG0008243	a	1	1	1	1	0	1	1
OG0008244	a	1	1	0	1	1	1	1
OG0008245	a	0	1	1	1	1	1	1
OG0008246	a	0	2	0	1	1	1	1
OG0008247	a	0	1	1	1	1	1	1
OG0008248	a	0	1	1	1	1	1	1
OG0008249	a	0	1	1	1	1	1	1
OG0008250	a	0	1	1	1	1	1	1
OG0008251	a	0	1	1	1	0	2	1
OG0008252	a	0	2	1	0	1	1	1
OG0008253	a	0	1	1	1	1	1	1
OG0008254	a	0	1	1	1	1	1	1
OG0008255	a	0	1	1	1	1	1	1
OG0008256	a	0	1	1	1	1	1	1
OG0008257	a	0	1	1	1	1	1	1
OG0008258	a	0	1	1	1	1	1	1
OG0008259	a	0	1	1	1	1	1	1
OG0008260	a	0	1	1	1	1	1	1
OG0008261	a	0	1	1	1	1	1	1
OG0008262	a	0	1	1	1	1	1	1
OG0008263	a	0	1	1	1	1	1	1
OG0008264	a	0	1	1	1	1	1	1
OG0008265	a	0	1	1	1	1	1	1
OG0008266	a	0	1	1	1	1	1	1
OG0008267	a	0	1	1	1	1	1	1
OG0008268	a	0	1	1	1	1	1	1
OG0008269	a	0	1	1	1	1	1	1
OG0008270	a	0	1	1	1	1	1	1
OG0008271	a	0	1	1	1	1	1	1
OG0008272	a	0	1	1	1	1	1	1
OG0008273	a	0	1	1	1	1	1	1
OG0008274	a	0	1	1	1	1	1	1
OG0008275	a	0	1	1	1	1	1	1
OG0008276	a	0	1	1	1	1	1	1
OG0008277	a	0	1	1	1	1	1	1
OG0008278	a	0	1	1	1	1	1	1
OG0008279	a	0	1	1	1	1	1	1
OG0008280	a	0	1	1	1	1	1	1
OG0008281	a	0	1	1	0	2	1	1
OG0008282	a	0	1	1	1	1	1	1
OG0008283	a	0	1	1	1	1	1	1
OG0008284	a	0	1	1	1	1	1	1
OG0008285	a	0	1	1	1	1	1	1
OG0008286	a	0	1	1	1	1	1	1
OG0008287	a	0	1	1	1	1	1	1
OG0008288	a	0	1	1	1	1	1	1
OG0008289	a	0	1	1	1	1	1	1
OG0008290	a	0	1	1	1	1	1	1
OG0008291	a	0	1	1	1	1	1	1
OG0008292	a	0	1	1	1	1	1	1
OG0008293	a	0	1	1	1	1	1	1
OG0008294	a	0	1	1	1	1	1	1
OG0008295	a	0	1	1	1	1	1	1
OG0008296	a	0	1	1	1	1	1	1
OG0008297	a	0	1	1	1	1	1	1
OG0008298	a	0	1	1	0	1	2	1
OG0008299	a	0	1	1	1	1	1	1
OG0008300	a	0	1	1	1	1	1	1
OG0008301	a	0	1	0	2	1	1	1
OG0008302	a	0	1	1	1	1	1	1
OG0008303	a	0	1	1	1	1	1	1
OG0008304	a	0	1	1	1	1	1	1
OG0008305	a	0	1	1	1	1	1	1
OG0008306	a	0	1	1	1	1	1	1
OG0008307	a	0	1	1	1	1	1	1
OG0008308	a	0	1	0	1	2	1	1
OG0008309	a	0	1	1	1	1	1	1
OG0008310	a	0	1	1	1	1	1	1
OG0008311	a	0	1	1	1	1	1	1
OG0008312	a	0	1	1	1	1	1	1
OG0008313	a	0	1	1	1	1	1	1
OG0008314	a	0	1	1	1	1	1	1
OG0008315	a	0	1	1	1	1	1	1
OG0008316	a	0	1	1	1	1	1	1
OG0008317	a	0	1	1	1	1	1	1
OG0008318	a	0	1	1	1	1	1	1
OG0008319	a	0	1	1	1	1	1	1
OG0008320	a	0	1	1	1	1	1	1
OG0008321	a	0	1	1	1	1	1	1
OG0008322	a	0	1	1	1	1	1	1
OG0008323	a	0	1	1	0	2	1	1
OG0008324	a	0	1	1	1	1	1	1
OG0008325	a	0	1	1	1	1	1	1
OG0008326	a	0	1	1	1	1	1	1
OG0008327	a	0	1	1	1	1	1	1
OG0008328	a	0	1	1	1	1	1	1
OG0008329	a	0	1	1	1	1	1	1
OG0008330	a	0	1	0	2	1	1	1
OG0008331	a	0	1	1	1	1	1	1
OG0008332	a	0	1	1	1	1	1	1
OG0008333	a	0	1	1	1	1	1	1
OG0008334	a	0	1	1	0	1	1	2
OG0008335	a	0	1	1	1	1	1	1
OG0008336	a	0	1	1	1	1	1	1
OG0008337	a	0	1	1	1	1	1	1
OG0008338	a	0	1	1	1	1	1	1
OG0008339	a	0	1	1	1	1	1	1
OG0008340	a	0	1	1	1	1	1	1
OG0008341	a	0	1	1	1	1	1	1
OG0008342	a	0	1	1	0	1	2	1
OG0008343	a	0	1	1	0	1	2	1
OG0008344	a	0	1	1	1	1	1	1
OG0008345	a	0	1	1	1	1	1	1
OG0008346	a	0	1	1	1	1	1	1
OG0008347	a	0	1	1	1	1	1	1
OG0008348	a	0	1	1	1	1	1	1
OG0008349	a	0	1	1	1	1	1	1
OG0008350	a	0	1	1	1	1	1	1
OG0008351	a	0	1	1	1	1	1	1
OG0008352	a	0	1	1	1	1	1	1
OG0008353	a	0	1	1	1	1	1	1
OG0008354	a	0	1	1	1	1	1	1
OG0008355	a	0	1	1	1	1	1	1
OG0008356	a	0	1	1	1	1	1	1
OG0008357	a	0	1	1	0	1	1	2
OG0008358	a	0	1	1	1	1	1	1
OG0008359	a	0	1	1	1	1	1	1
OG0008360	a	0	1	1	1	1	1	1
OG0008361	a	0	1	1	1	1	1	1
OG0008362	a	0	1	1	1	1	1	1
OG0008363	a	0	1	1	1	1	1	1
OG0008364	a	0	1	1	1	1	1	1
OG0008365	a	0	1	1	1	1	1	1
OG0008366	a	0	1	1	1	1	1	1
OG0008367	a	0	1	1	1	1	1	1
OG0008368	a	0	1	1	1	1	1	1
OG0008369	a	0	1	1	1	1	1	1
OG0008370	a	0	1	1	1	1	1	1
OG0008371	a	0	1	1	1	1	1	1
OG0008372	a	0	1	1	1	1	1	1
OG0008373	a	0	1	1	1	1	1	1
OG0008374	a	0	1	1	1	1	1	1
OG0008375	a	0	1	1	1	1	1	1
OG0008376	a	0	1	1	1	1	1	1
OG0008377	a	0	1	1	1	1	1	1
OG0008378	a	0	1	1	1	1	1	1
OG0008379	a	0	1	1	1	1	1	1
OG0008380	a	0	1	1	1	1	1	1
OG0008381	a	0	1	1	1	1	1	1
OG0008382	a	0	1	1	1	1	1	1
OG0008383	a	0	1	1	1	1	1	1
OG0008384	a	0	1	1	1	1	1	1
OG0008385	a	0	1	1	1	1	1	1
OG0008386	a	0	1	1	1	1	1	1
OG0008387	a	0	1	1	1	1	1	1
OG0008388	a	0	1	1	1	1	1	1
OG0008389	a	0	1	1	1	1	1	1
OG0008390	a	0	1	1	1	1	1	1
OG0008391	a	0	1	1	1	1	1	1
OG0008392	a	0	1	1	1	1	1	1
OG0008393	a	0	1	1	1	1	1	1
OG0008394	a	0	1	1	1	1	1	1
OG0008395	a	0	1	1	1	1	1	1
OG0008396	a	0	1	1	1	1	1	1
OG0008397	a	0	1	1	1	1	1	1
OG0008398	a	0	1	1	1	1	1	1
OG0008399	a	0	1	1	1	1	1	1
OG0008400	a	0	1	1	1	1	1	1
OG0008401	a	0	1	1	1	1	1	1
OG0008402	a	0	1	1	1	1	1	1
OG0008403	a	0	1	1	1	1	1	1
OG0008404	a	0	1	1	1	1	1	1
OG0008405	a	0	1	1	1	1	1	1
OG0008406	a	0	1	1	1	1	1	1
OG0008407	a	0	1	1	1	1	1	1
OG0008408	a	0	1	1	1	1	1	1
OG0008409	a	0	1	1	1	1	1	1
OG0008410	a	0	1	1	1	1	1	1
OG0008411	a	0	1	1	1	1	1	1
OG0008412	a	0	1	1	1	1	1	1
OG0008413	a	0	1	1	1	1	1	1
OG0008414	a	0	1	1	1	1	1	1
OG0008415	a	0	1	1	1	1	1	1
OG0008416	a	0	1	1	1	1	1	1
OG0008417	a	0	1	1	1	1	1	1
OG0008418	a	0	1	1	1	1	1	1
OG0008419	a	0	1	1	1	1	1	1
OG0008420	a	0	1	1	1	1	1	1
OG0008421	a	0	1	1	1	1	1	1
OG0008422	a	0	1	1	1	1	1	1
OG0008423	a	0	1	1	1	1	1	1
OG0008424	a	0	1	1	1	1	1	1
OG0008425	a	0	1	1	1	1	1	1
OG0008426	a	0	1	1	1	1	1	1
OG0008427	a	0	1	1	1	1	1	1
OG0008428	a	0	1	1	1	1	1	1
OG0008429	a	0	1	1	1	1	1	1
OG0008430	a	0	1	1	0	2	1	1
OG0008431	a	0	1	1	1	1	1	1
OG0008432	a	0	1	1	1	1	1	1
OG0008433	a	0	1	1	1	1	1	1
OG0008434	a	0	1	1	1	1	1	1
OG0008435	a	0	1	1	1	1	1	1
OG0008436	a	0	1	1	1	1	1	1
OG0008437	a	0	1	1	1	1	1	1
OG0008438	a	0	1	1	1	1	1	1
OG0008439	a	0	1	1	1	1	1	1
OG0008440	a	0	1	1	1	1	1	1
OG0008441	a	0	1	1	1	1	1	1
OG0008442	a	0	1	1	1	1	1	1
OG0008443	a	0	1	1	1	1	1	1
OG0008444	a	0	1	1	1	1	1	1
OG0008445	a	0	1	1	1	1	1	1
OG0008446	a	0	1	1	1	1	1	1
OG0008447	a	0	1	1	1	1	1	1
OG0008448	a	0	1	1	1	1	1	1
OG0008449	a	0	1	1	1	2	0	1
OG0008450	a	0	1	1	1	1	1	1
OG0008451	a	0	1	1	1	1	1	1
OG0008452	a	0	1	1	1	1	1	1
OG0008453	a	0	1	1	1	1	1	1
OG0008454	a	0	1	1	1	1	1	1
OG0008455	a	0	1	1	1	1	1	1
OG0008456	a	0	1	1	1	1	1	1
OG0008457	a	0	1	1	1	1	1	1
OG0008458	a	0	1	0	1	2	1	1
OG0008459	a	0	1	1	1	1	1	1
OG0008460	a	0	1	1	1	1	1	1
OG0008461	a	0	1	1	1	1	1	1
OG0008462	a	0	1	1	1	1	1	1
OG0008463	a	0	1	1	1	1	1	1
OG0008464	a	0	1	1	1	1	1	1
OG0008465	a	0	1	1	1	1	1	1
OG0008466	a	0	1	1	1	1	1	1
OG0008467	a	0	1	1	1	1	1	1
OG0008468	a	0	1	1	1	1	1	1
OG0008469	a	0	1	1	1	1	1	1
OG0008470	a	0	1	1	1	1	1	1
OG0008471	a	0	1	1	1	1	1	1
OG0008472	a	0	1	1	1	1	1	1
OG0008473	a	0	1	1	1	1	1	1
OG0008474	a	0	1	1	1	1	1	1
OG0008475	a	0	1	1	1	1	1	1
OG0008476	a	0	1	1	1	1	1	1
OG0008477	a	0	1	1	1	1	1	1
OG0008478	a	0	1	1	1	1	1	1
OG0008479	a	0	1	1	1	1	1	1
OG0008480	a	0	1	1	1	1	1	1
OG0008481	a	0	1	1	1	1	1	1
OG0008482	a	0	1	1	1	1	1	1
OG0008483	a	0	1	1	1	1	1	1
OG0008484	a	0	1	1	1	1	1	1
OG0008485	a	0	1	0	1	1	2	1
OG0008486	a	0	1	1	1	1	1	1
OG0008487	a	0	1	1	1	1	1	1
OG0008488	a	0	1	1	1	1	1	1
OG0008489	a	0	1	1	1	1	1	1
OG0008490	a	0	1	1	1	1	1	1
OG0008491	a	0	1	1	1	1	1	1
OG0008492	a	0	1	1	1	1	1	1
OG0008493	a	0	1	1	1	1	1	1
OG0008494	a	0	1	1	1	1	1	1
OG0008495	a	0	1	1	1	1	1	1
OG0008496	a	0	1	1	1	1	1	1
OG0008497	a	0	1	1	1	1	1	1
OG0008498	a	0	1	1	1	1	1	1
OG0008499	a	0	1	1	1	1	1	1
OG0008500	a	0	1	1	1	1	1	1
OG0008501	a	0	1	0	1	1	2	1
OG0008502	a	0	1	1	1	1	1	1
OG0008503	a	0	1	1	1	1	1	1
OG0008504	a	0	1	1	1	1	1	1
OG0008505	a	0	1	1	1	1	1	1
OG0008506	a	0	1	1	1	1	1	1
OG0008507	a	0	1	1	1	1	1	1
OG0008508	a	0	1	1	1	1	1	1
OG0008509	a	0	1	1	1	1	1	1
OG0008510	a	0	1	1	1	1	1	1
OG0008511	a	0	1	1	0	1	2	1
OG0008512	a	0	1	1	1	1	1	1
OG0008513	a	0	1	1	1	1	1	1
OG0008514	a	0	1	1	1	1	1	1
OG0008515	a	0	1	1	1	1	1	1
OG0008516	a	0	1	1	1	1	1	1
OG0008517	a	0	1	1	1	1	1	1
OG0008518	a	0	1	1	1	1	1	1
OG0008519	a	0	1	1	1	1	1	1
OG0008520	a	0	1	1	1	1	1	1
OG0008521	a	0	1	1	1	1	1	1
OG0008522	a	0	1	1	1	1	1	1
OG0008523	a	0	1	1	1	1	1	1
OG0008524	a	0	1	1	1	1	1	1
OG0008525	a	0	1	1	1	1	1	1
OG0008526	a	0	1	1	1	1	1	1
OG0008527	a	0	1	1	1	1	1	1
OG0008528	a	0	1	1	1	1	1	1
OG0008529	a	0	1	1	1	1	1	1
OG0008530	a	0	1	1	1	1	1	1
OG0008531	a	0	1	1	1	1	1	1
OG0008532	a	0	1	0	1	1	2	1
OG0008533	a	0	1	1	1	1	1	1
OG0008534	a	0	1	1	1	1	1	1
OG0008535	a	0	1	1	2	1	1	0
OG0008536	a	0	1	1	1	1	1	1
OG0008537	a	0	1	1	1	1	1	1
OG0008538	a	0	1	1	1	1	1	1
OG0008539	a	0	1	1	1	1	1	1
OG0008540	a	0	2	2	1	0	1	0
OG0008541	a	0	1	1	1	1	1	1
OG0008542	a	0	1	1	1	1	1	1
OG0008543	a	0	1	1	1	1	1	1
OG0008544	a	0	1	1	1	1	1	1
OG0008545	a	0	1	1	1	1	1	1
OG0008546	a	0	1	1	1	1	1	1
OG0008547	a	0	1	1	1	1	1	1
OG0008548	a	0	1	1	1	1	1	1
OG0008549	a	0	1	1	1	1	1	1
OG0008550	a	0	1	1	0	1	2	1
OG0008551	a	0	1	1	1	1	1	1
OG0008552	a	0	1	1	1	1	1	1
OG0008553	a	0	1	1	0	1	2	1
OG0008554	a	0	1	1	1	1	1	1
OG0008555	a	0	1	1	1	1	1	1
OG0008556	a	0	1	1	1	1	1	1
OG0008557	a	0	1	1	1	1	1	1
OG0008558	a	0	1	1	1	1	1	1
OG0008559	a	0	1	1	1	1	1	1
OG0008560	a	0	1	1	1	1	1	1
OG0008561	a	0	1	1	1	1	1	1
OG0008562	a	0	1	1	1	1	1	1
OG0008563	a	0	1	1	1	1	1	1
OG0008564	a	0	1	1	1	1	1	1
OG0008565	a	0	1	1	1	1	1	1
OG0008566	a	0	1	1	1	1	1	1
OG0008567	a	0	1	1	1	1	1	1
OG0008568	a	0	1	1	1	1	1	1
OG0008569	a	0	1	1	1	1	1	1
OG0008570	a	0	1	1	1	1	1	1
OG0008571	a	0	1	1	1	1	1	1
OG0008572	a	0	1	1	1	1	1	1
OG0008573	a	0	1	1	1	1	1	1
OG0008574	a	0	1	1	0	2	1	1
OG0008575	a	0	1	1	1	1	1	1
OG0008576	a	0	1	1	1	1	1	1
OG0008577	a	0	1	1	1	1	1	1
OG0008578	a	0	1	1	1	1	1	1
OG0008579	a	0	1	1	1	1	1	1
OG0008580	a	0	1	1	1	1	1	1
OG0008581	a	0	1	1	1	1	1	1
OG0008582	a	0	1	1	1	1	1	1
OG0008583	a	0	1	1	1	1	1	1
OG0008584	a	0	1	1	1	1	1	1
OG0008585	a	0	1	1	1	1	1	1
OG0008586	a	0	1	1	1	1	1	1
OG0008587	a	0	1	1	1	1	1	1
OG0008588	a	0	1	1	1	1	1	1
OG0008589	a	0	1	1	1	1	1	1
OG0008590	a	0	1	1	1	1	1	1
OG0008591	a	0	1	1	1	1	1	1
OG0008592	a	0	1	1	1	1	1	1
OG0008593	a	0	1	1	1	1	1	1
OG0008594	a	0	1	1	1	1	1	1
OG0008595	a	0	1	1	0	1	1	2
OG0008596	a	0	1	1	1	1	1	1
OG0008597	a	0	1	1	1	1	1	1
OG0008598	a	0	1	1	1	1	1	1
OG0008599	a	0	1	1	1	1	1	1
OG0008600	a	0	1	1	1	1	1	1
OG0008601	a	0	1	1	1	1	1	1
OG0008602	a	0	1	1	1	1	1	1
OG0008603	a	0	1	1	1	1	1	1
OG0008604	a	0	1	1	1	1	1	1
OG0008605	a	0	1	1	1	1	1	1
OG0008606	a	0	1	1	1	1	1	1
OG0008607	a	0	1	0	1	0	1	3
OG0008608	a	0	1	1	1	1	1	1
OG0008609	a	0	1	1	1	1	1	1
OG0008610	a	0	1	1	1	1	1	1
OG0008611	a	0	1	1	1	1	1	1
OG0008612	a	0	1	1	1	2	1	0
OG0008613	a	0	1	1	1	1	1	1
OG0008614	a	0	1	1	1	1	1	1
OG0008615	a	0	1	1	1	1	1	1
OG0008616	a	0	1	1	1	1	1	1
OG0008617	a	0	1	1	1	1	1	1
OG0008618	a	0	1	1	1	1	1	1
OG0008619	a	0	1	1	2	1	1	0
OG0008620	a	0	1	1	1	1	1	1
OG0008621	a	0	1	1	1	1	1	1
OG0008622	a	0	1	1	1	1	1	1
OG0008623	a	0	1	1	1	1	1	1
OG0008624	a	0	1	1	1	1	1	1
OG0008625	a	0	1	1	1	1	1	1
OG0008626	a	0	1	1	1	1	1	1
OG0008627	a	0	1	1	1	1	1	1
OG0008628	a	0	1	1	1	1	1	1
OG0008629	a	0	1	1	1	0	2	1
OG0008630	a	0	1	1	1	1	1	1
OG0008631	a	0	1	1	1	1	1	1
OG0008632	a	0	1	1	1	1	1	1
OG0008633	a	0	1	1	1	1	1	1
OG0008634	a	0	1	1	1	1	1	1
OG0008635	a	0	1	1	1	1	1	1
OG0008636	a	0	1	1	1	1	1	1
OG0008637	a	0	1	1	1	1	1	1
OG0008638	a	0	1	1	0	1	2	1
OG0008639	a	0	1	1	1	1	1	1
OG0008640	a	0	1	1	1	1	1	1
OG0008641	a	0	1	1	1	1	1	1
OG0008642	a	0	1	1	1	1	1	1
OG0008643	a	0	1	1	1	1	1	1
OG0008644	a	0	1	1	1	1	1	1
OG0008645	a	0	1	1	1	1	1	1
OG0008646	a	0	1	1	1	1	1	1
OG0008647	a	0	1	1	1	1	1	1
OG0008648	a	0	1	1	1	1	1	1
OG0008649	a	0	1	1	1	1	1	1
OG0008650	a	0	1	1	1	1	1	1
OG0008651	a	0	1	1	1	1	1	1
OG0008652	a	0	1	1	1	1	1	1
OG0008653	a	0	1	1	1	1	1	1
OG0008654	a	0	1	1	1	1	1	1
OG0008655	a	0	1	1	1	1	1	1
OG0008656	a	0	1	1	1	1	1	1
OG0008657	a	0	1	1	1	1	1	1
OG0008658	a	0	1	1	1	1	1	1
OG0008659	a	0	1	1	1	1	1	1
OG0008660	a	0	1	1	1	1	1	1
OG0008661	a	0	1	1	1	1	1	1
OG0008662	a	0	1	1	1	1	1	1
OG0008663	a	0	1	1	1	1	1	1
OG0008664	a	0	1	1	1	1	1	1
OG0008665	a	0	1	1	1	1	1	1
OG0008666	a	0	1	1	1	1	1	1
OG0008667	a	0	1	1	1	1	1	1
OG0008668	a	0	1	1	1	1	1	1
OG0008669	a	0	1	1	1	1	1	1
OG0008670	a	0	1	1	1	1	1	1
OG0008671	a	0	1	1	1	1	1	1
OG0008672	a	0	1	1	1	1	1	1
OG0008673	a	0	1	1	1	1	1	1
OG0008674	a	0	1	1	1	1	1	1
OG0008675	a	0	1	1	1	1	1	1
OG0008676	a	0	1	1	1	1	1	1
OG0008677	a	0	1	1	1	1	1	1
OG0008678	a	0	1	1	1	1	1	1
OG0008679	a	0	1	1	1	1	1	1
OG0008680	a	0	1	1	1	1	1	1
OG0008681	a	0	1	1	0	1	2	1
OG0008682	a	0	1	1	1	1	1	1
OG0008683	a	0	1	1	1	1	1	1
OG0008684	a	0	1	1	1	1	1	1
OG0008685	a	0	1	1	1	1	1	1
OG0008686	a	0	2	0	0	2	0	2
OG0008687	a	0	1	1	1	1	1	1
OG0008688	a	0	1	1	1	1	1	1
OG0008689	a	0	1	1	1	1	1	1
OG0008690	a	0	1	1	1	1	1	1
OG0008691	a	0	1	1	1	1	1	1
OG0008692	a	0	1	1	1	1	1	1
OG0008693	a	0	1	1	1	1	1	1
OG0008694	a	0	1	1	1	1	1	1
OG0008695	a	0	1	1	1	1	1	1
OG0008696	a	0	1	1	1	1	1	1
OG0008697	a	0	1	1	1	1	1	1
OG0008698	a	0	1	1	1	1	1	1
OG0008699	a	0	1	1	0	1	2	1
OG0008700	a	0	1	1	0	1	1	2
OG0008701	a	0	1	1	1	1	1	1
OG0008702	a	0	1	0	1	1	1	2
OG0008703	a	0	1	1	1	1	1	1
OG0008704	a	0	1	1	1	1	1	1
OG0008705	a	0	1	1	1	2	1	0
OG0008706	a	0	1	1	0	1	1	2
OG0008707	a	0	1	1	1	1	1	1
OG0008708	a	0	1	1	1	1	1	1
OG0008709	a	0	1	1	1	1	1	1
OG0008710	a	0	1	1	1	1	1	1
OG0008711	a	0	1	1	1	1	1	1
OG0008712	a	0	1	1	1	1	1	1
OG0008713	a	0	1	1	1	1	1	1
OG0008714	a	0	1	1	1	1	1	1
OG0008715	a	0	1	1	1	1	1	1
OG0008716	a	0	1	1	1	1	1	1
OG0008717	a	0	1	1	1	1	1	1
OG0008718	a	0	1	1	1	1	1	1
OG0008719	a	0	1	1	1	1	1	1
OG0008720	a	0	1	1	1	1	1	1
OG0008721	a	0	1	1	1	1	1	1
OG0008722	a	0	1	1	1	1	1	1
OG0008723	a	0	1	1	1	1	1	1
OG0008724	a	0	1	1	1	1	1	1
OG0008725	a	0	1	1	1	1	1	1
OG0008726	a	0	1	1	1	1	1	1
OG0008727	a	0	1	1	1	1	1	1
OG0008728	a	0	1	1	1	1	1	1
OG0008729	a	0	1	1	1	1	1	1
OG0008730	a	0	1	1	1	1	1	1
OG0008731	a	0	1	1	1	1	1	1
OG0008732	a	0	1	1	1	1	1	1
OG0008733	a	0	1	1	1	1	2	0
OG0008734	a	0	1	1	1	1	1	1
OG0008735	a	0	1	1	1	1	1	1
OG0008736	a	0	1	1	1	1	1	1
OG0008737	a	0	1	1	1	1	1	1
OG0008738	a	0	1	1	1	1	1	1
OG0008739	a	0	1	1	1	1	1	1
OG0008740	a	0	1	1	1	1	1	1
OG0008741	a	0	1	1	1	1	1	1
OG0008742	a	0	1	1	1	1	1	1
OG0008743	a	0	1	1	1	1	1	1
OG0008744	a	0	1	1	1	1	1	1
OG0008745	a	0	1	1	1	1	1	1
OG0008746	a	0	1	1	1	1	1	1
OG0008747	a	0	1	1	1	1	1	1
OG0008748	a	0	1	1	1	1	1	1
OG0008749	a	0	1	1	1	1	1	1
OG0008750	a	0	1	1	1	1	1	1
OG0008751	a	0	1	1	1	1	1	1
OG0008752	a	0	1	1	1	1	1	1
OG0008753	a	0	1	1	1	1	1	1
OG0008754	a	0	1	1	1	1	1	1
OG0008755	a	0	1	1	1	1	1	1
OG0008756	a	0	1	1	1	1	1	1
OG0008757	a	0	1	1	1	1	1	1
OG0008758	a	0	1	1	1	1	1	1
OG0008759	a	0	1	1	1	1	1	1
OG0008760	a	0	1	1	1	1	1	1
OG0008761	a	0	1	1	1	1	1	1
OG0008762	a	0	1	1	1	1	1	1
OG0008763	a	0	1	1	1	1	1	1
OG0008764	a	0	1	1	1	1	1	1
OG0008765	a	0	1	1	1	1	1	1
OG0008766	a	0	1	1	1	1	1	1
OG0008767	a	0	1	1	1	1	1	1
OG0008768	a	0	1	1	1	1	1	1
OG0008769	a	0	1	1	0	1	2	1
OG0008770	a	0	1	1	1	1	1	1
OG0008771	a	0	1	1	1	1	1	1
OG0008772	a	0	1	1	1	1	1	1
OG0008773	a	0	1	0	1	1	2	1
OG0008774	a	0	1	1	1	1	1	1
OG0008775	a	0	1	1	1	1	1	1
OG0008776	a	0	1	1	1	1	1	1
OG0008777	a	0	1	1	1	1	1	1
OG0008778	a	0	1	1	1	1	1	1
OG0008779	a	0	1	1	1	1	1	1
OG0008780	a	0	1	1	1	1	1	1
OG0008781	a	0	1	1	1	1	1	1
OG0008782	a	0	1	1	1	1	1	1
OG0008783	a	0	1	1	1	1	1	1
OG0008784	a	0	1	1	1	1	1	1
OG0008785	a	0	1	1	0	2	1	1
OG0008786	a	0	1	1	1	1	1	1
OG0008787	a	0	1	1	1	1	1	1
OG0008788	a	0	1	1	1	1	1	1
OG0008789	a	0	1	1	1	1	1	1
OG0008790	a	0	1	1	1	1	1	1
OG0008791	a	0	1	1	1	1	1	1
OG0008792	a	0	1	1	1	1	1	1
OG0008793	a	0	1	1	1	1	1	1
OG0008794	a	0	1	1	1	1	1	1
OG0008795	a	0	1	2	1	1	1	0
OG0008796	a	0	1	1	1	1	1	1
OG0008797	a	0	1	1	1	1	1	1
OG0008798	a	0	1	1	1	1	1	1
OG0008799	a	0	1	1	1	1	1	1
OG0008800	a	0	1	1	1	1	1	1
OG0008801	a	0	1	1	1	1	1	1
OG0008802	a	0	1	1	1	1	1	1
OG0008803	a	0	1	1	1	1	1	1
OG0008804	a	0	1	1	1	1	1	1
OG0008805	a	0	1	1	1	1	1	1
OG0008806	a	0	1	1	1	1	1	1
OG0008807	a	0	1	1	1	1	1	1
OG0008808	a	0	1	1	1	1	1	1
OG0008809	a	0	1	1	1	1	1	1
OG0008810	a	0	1	1	1	1	1	1
OG0008811	a	0	1	1	1	1	1	1
OG0008812	a	0	1	1	1	1	1	1
OG0008813	a	0	1	1	1	1	1	1
OG0008814	a	0	1	1	1	1	1	1
OG0008815	a	0	1	1	1	1	1	1
OG0008816	a	0	1	1	1	1	1	1
OG0008817	a	0	1	1	0	1	1	2
OG0008818	a	0	1	1	1	1	1	1
OG0008819	a	0	1	1	1	1	1	1
OG0008820	a	0	1	1	1	1	1	1
OG0008821	a	0	1	1	1	1	1	1
OG0008822	a	0	1	1	1	1	1	1
OG0008823	a	0	1	1	1	1	1	1
OG0008824	a	0	1	1	0	1	2	1
OG0008825	a	0	1	1	1	1	1	1
OG0008826	a	0	1	1	1	1	1	1
OG0008827	a	0	1	1	1	1	1	1
OG0008828	a	0	1	1	1	1	1	1
OG0008829	a	0	1	1	1	1	1	1
OG0008830	a	0	1	1	1	1	1	1
OG0008831	a	0	1	1	1	1	1	1
